ID	code_num2	code_name	Code_ID	Questionnaire Name (Tool)	Author	Year	Concept	Question	user_id	question_source_id
189	2A1	Compatible Mental Models	58	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Compatibility	Is the control of cursor compatible with movement?	0	0
190	2A1	Compatible Mental Models	58	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Compatibility	Are the coding compatible with familiar conventions?	0	0
191	2B3	Adaptation to Skill Level	66	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Compatibility	Is the control matched to user skill?	0	0
192	1B1	Layout	40	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the cursor placement consistent?	0	0
193	1B1	Layout	40	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the display format consistent?	0	0
194	1B2A	Phrase Consistency	97	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the feedback consistent?	0	0
195	1B2A	Phrase Consistency	97	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the label format consistent?	0	0
196	1B2A	Phrase Consistency	97	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the labeling itself consistent?	0	0
197	1B2A	Phrase Consistency	97	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the wording consistent across displays?	0	0
198	1B2A	Phrase Consistency	97	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Are symbols for graphic data standard?	0	0
199	1B2B	Layout Consistency	98	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the coding consistent across displays, menu options?	0	0
200	1B2B	Layout Consistency	98	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is label location consistent?	0	0
201	1B2B	Layout Consistency	98	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the display orientation consistent? - panning vs. scrolling	0	0
202	1B2B	Layout Consistency	98	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the data display consistent with entry requirements?	0	0
203	1B2C	Input Consistency	99	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the format within data fields consistent?	0	0
204	1B2C	Input Consistency	99	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Are the user actions required consistent?	0	0
205	1B3A	Intuitive Wording	100	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the wording consistent with user guidance?	0	0
206	1B3B	Intuitive Formatting	101	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the assignment of colour codes conventional?	0	0
207	2A1	Compatible Mental Models	58	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the data display consistent with user conventions?	0	0
208	2A1	Compatible Mental Models	58	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Consistency	Is the option wording consistent with command language?	0	0
209	1B2B	Layout Consistency	98	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Are the menu options dependent on context?	0	0
210	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it have by-passing menu selection with command entry?	0	0
211	2A1	Compatible Mental Models	58	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Is the design for data entry flexible?	0	0
212	2B3	Adaptation to Skill Level	66	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it provide good training for different users?	0	0
213	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it have direct manipulation capability?	0	0
214	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Can the display be controlled by user flexibility?	0	0
215	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it provide flexible sequence control?	0	0
216	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it provide flexible user guidance?	0	0
217	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Can user name displays and elements according to their needs?	0	0
218	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Are users allowed to customize windows?	0	0
219	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Can users assign command names?	0	0
220	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it provide user selection of data for display?	0	0
221	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it handle user-specified windows?	0	0
222	2F	User Control	21	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Flexibility	Does it provide zooming for display expansion?	0	0
223	1B3A	Intuitive Wording	100	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Does it provide clarity of wording?	0	0
224	1B3A	Intuitive Wording	100	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Are the command names meaningful?	0	0
225	1B3B	Intuitive Formatting	101	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Is the data grouping reasonable for easy learning?	0	0
226	1B3B	Intuitive Formatting	101	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Is the grouping of menu options logical?	0	0
227	1B3B	Intuitive Formatting	101	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Is the ordering of menu options logical?	0	0
228	1C5	Error Recovery	48	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Does it provide no-penalty learning?	0	0
229	2B1	Learning	64	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Learnability	Is the command language layered?	0	0
230	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it provide combined entry of related data?	0	0
231	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Will the required data be entered only once?	0	0
232	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Is the shifting among windows easy?	0	0
233	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it require minimal cursor positioning?	0	0
234	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it require minimal steps in sequential menu selection?	0	0
235	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it require minimal user control actions?	0	0
236	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Is the return to higher-level menus required only one simple key action?	0	0
237	1B4	Number of Steps	43	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Is the return to general menu required only one simple key action?	0	0
238	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it provide default values?	0	0
239	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it provide function keys for frequent control entries?	0	0
240	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Does it provide global search and replace capability?	0	0
241	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Is the menu selection by pointing? - primary means of sequence control	0	0
242	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Action	Is the menu selection by keyed entry? - secondary means of control entry	0	0
243	2B2A	Memory Loading	107	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Are selected data highlighted?	0	0
244	1B1	Layout	40	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it provide hierarchic menus for sequential selection?	0	0
245	2B2A	Memory Loading	107	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	How are abbreviations and acronyms used?	0	0
246	1B3A	Intuitive Wording	100	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Are the letter codes for menu selection designed carefully?	0	0
247	1C	User Assistance	9	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Is the guidance information always available?	0	0
248	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it provide aids for entering hierarchic data?	0	0
249	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it provide index of commands?	0	0
250	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it provide index of data?	0	0
251	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it indicate current position in menu structure?	0	0
252	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Are upper and lower case equivalent?	0	0
253	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it use short codes rather than long ones?	0	0
254	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Does it provide supplementary verbal labels for icons?	0	0
255	2D	Ease of Use	19	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Are data items kept short?	0	0
256	2D	Ease of Use	19	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Are long data items partitioned?	0	0
257	2D	Ease of Use	19	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Minimal Memory Load	Are prior answers recapitulated?	0	0
258	1A	Visuals	7	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the cursor distinctive?	0	0
259	1A	Visuals	7	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Are display elements distinctive?	0	0
260	1A	Visuals	7	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the active window indicated?	0	0
261	1A	Visuals	7	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Are items paired for direct comparison?	0	0
262	1A	Visuals	7	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Does it provide visually distinctive data fields?	0	0
263	1A	Visuals	7	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the screen density reasonable?	0	0
264	1A2	Colors	39	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Does it provide easily distinguished colours?	0	0
265	1A2	Colors	39	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the colour coding redundant?	0	0
266	1B1	Layout	40	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Are menus distinct from other displayed information?	0	0
267	1B1	Layout	40	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Are groups of information demarcated?	0	0
268	1B3A	Intuitive Wording	100	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the abbreviation distinctive?	0	0
269	1C	User Assistance	9	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the format for user guidance distinctive?	0	0
270	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Does it provide coding by data category?	0	0
271	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the number of spoken messages limited?	0	0
272	1I	Features	15	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Does it provide lists for related items?	0	0
273	2B2B	Command Memory	108	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Do the commands have distinct meanings?	0	0
274	2B2B	Command Memory	108	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	Perceptual Limitation	Is the spelling distinctive for commands?	0	0
275	1C1	Help Menu	44	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Is HELP provided?	0	0
276	1C4	Error Messages	47	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	System feedback: How helpful is the error message?	0	0
277	1C4	Error Messages	47	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Are error messages non-disruptive/informative?	0	0
278	1C5	Error Recovery	48	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Does it provide a cancel option?	0	0
279	1C5	Error Recovery	48	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Are erroneous entries displayed?	0	0
280	1C5	Error Recovery	48	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Does it provide explicit entry of corrections?	0	0
281	1C5	Error Recovery	48	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Does it provide a restart option?	0	0
282	1C5	Error Recovery	48	PUTQ (Purdue Usability Testing Questionnaire)	Lin	1997	User Guidance	Does it provide undo to reverse control actions?	0	0
